rank,full_name,url,description,stars,forks,language,created_at,updated_at,last_commit_date,open_issues,topics,license,readme_summary,has_readme,top_contributor,contributor_count,recent_commits,activity_score,id
162,nestjs/nest,https://github.com/nestjs/nest,"A progressive Node.js framework for building efficient, scalable, and enterprise-grade server-side applications with TypeScript/JavaScript 🚀",73755,8103,TypeScript,2017-02-04,2025-12-06,2025-12-05,61,"framework, hacktoberfest, javascript",MIT License,"<p align=""center""> <a href=""https://nestjs.com/"" target=""_blank""><img src=""https://nestjs.com/img/logo-small.svg"" width=""120"" alt=""Nest Logo"" /></a> </p>...",True,kamilmysliwiec,3,5,100.0,80945428
163,vuejs/awesome-vue,https://github.com/vuejs/awesome-vue,🎉 A curated list of awesome things related to Vue.js,73472,9484,未知,2015-10-20,2025-11-17,2025-11-14,61,,MIT License,"<p align=""center""> <br> <img width=""400"" src=""./assets/logo.svg"" alt=""logo of vue-awesome repository"">...",True,Scrum,3,5,90.0,44571718
164,browser-use/browser-use,https://github.com/browser-use/browser-use,🌐 Make websites accessible for AI agents. Automate tasks online with ease.,73313,8766,Python,2024-10-31,2025-12-06,2025-12-04,166,"ai-agents, ai-tools, browser-automation",MIT License,"<picture> <source media=""(prefers-color-scheme: light)"" srcset=""https://github.com/user-attachments/assets/2ccdb752-22fb-41c7-8948-857fc1ad7e24""""> <source media=""(prefers-color-scheme: dark)"" srcset=""https://github.com/user-attachments/assets/774a46d5-27a0-490c-b7d0-e65fcbbfa358"">...",True,MagMueller,3,5,100.0,881458615
165,ventoy/Ventoy,https://github.com/ventoy/Ventoy,A new bootable USB solution.,72777,4569,C,2020-03-10,2025-08-18,2025-08-18,1037,"auto-install, bootable-usb, bsd",GNU General Public License v3.0,"<h1 align=""center""> <a href=https://www.ventoy.net/>Ventoy</a> </h1>...",True,ventoy,3,5,65.0,246335987
166,Alvin9999/new-pac,https://github.com/Alvin9999/new-pac,翻墙-科学上网、自由上网、免费科学上网、免费翻墙、fanqiang、油管youtube/视频下载、软件、VPN、一键翻墙浏览器，vps一键搭建翻墙服务器脚本/教程，免费shadowsocks/ss/ssr/v2ray/goflyway账号/节点，翻墙梯子，电脑、手机、iOS、安卓、windows、Mac、Linux、路由器翻墙、科学上网、youtube视频下载、youtube油管镜像/免翻墙网站、,72321,10626,Python,2016-03-23,2025-12-06,2025-12-06,447,"brook, clash, fanqiang",无,科学上网-翻墙、免费翻墙、免费科学上网、软件、VPN、一键翻墙浏览器，vps一键搭建翻墙服务器脚本/教程，免费shadowsocks/ss/ssr/v2ray/goflyway账号/节点，免费自由上网、fanqiang、翻墙梯子，电脑、手机、iOS、安卓、windows、Mac、Linux、路由器翻墙、youtube视频下载、youtube油管镜像/免翻墙网站、美区apple id共享账号 **https://github.com/Alvin9999/new-pac/wiki** 北京时间2025年12月06日17点15分更新。...,True,actions-user,2,5,100.0,54544023
167,swisskyrepo/PayloadsAllTheThings,https://github.com/swisskyrepo/PayloadsAllTheThings,A list of useful payloads and bypass for Web Application Security and Pentest/CTF,72111,16309,Python,2016-10-18,2025-11-15,2025-11-15,15,"bounty, bugbounty, bypass",MIT License,"A list of useful payloads and bypasses for Web Application Security. Feel free to improve with your payloads and techniques! You can also contribute with a :beers: IRL, or using the sponsor button....",True,swisskyrepo,3,5,90.0,71220757
168,redis/redis,https://github.com/redis/redis,"For developers, who are building real-time data-driven applications, Redis is the preferred, fastest, and most feature-rich cache, data structure server, and document and vector query engine.",72014,24366,C,2009-03-21,2025-12-04,2025-12-04,2738,"cache, caching, database",Other,[![codecov](https://codecov.io/github/redis/redis/graph/badge.svg?token=6bVHb5fRuz)](https://codecov.io/github/redis/redis) This document serves as both a quick start guide to Redis and a detailed resource for building it from source. - New to Redis? Start with [What is Redis](#what-is-redis) and [Getting Started](#getting-started)...,True,antirez,3,5,90.0,156018
169,CompVis/stable-diffusion,https://github.com/CompVis/stable-diffusion,A latent text-to-image diffusion model,71948,10538,Jupyter Notebook,2022-08-10,2024-06-18,2022-11-16,610,,Other,"*Stable Diffusion was made possible thanks to a collaboration with [Stability AI](https://stability.ai/) and [Runway](https://runwayml.com/) and builds upon our previous work:* [**High-Resolution Image Synthesis with Latent Diffusion Models**](https://ommer-lab.com/research/latent-diffusion-models/)<br/> [Robin Rombach](https://github.com/rromb)\*,...",True,rromb,3,5,60.0,523379232
170,thedaviddias/Front-End-Checklist,https://github.com/thedaviddias/Front-End-Checklist,🗂 The perfect Front-End Checklist for modern websites and meticulous developers,71837,6613,未知,2017-10-16,2025-02-14,2025-02-14,3,"checklist, css, front-end-developer-tool",Creative Commons Zero v1.0 Universal,The Front-End Checklist is an exhaustive list of all elements you need to have / to test before launching your website / HTML page to production. **Other Checklists:**...,True,thedaviddias,3,5,75.0,107111421
171,localsend/localsend,https://github.com/localsend/localsend,An open-source cross-platform alternative to AirDrop,71298,3812,Dart,2022-12-16,2025-11-19,2025-11-19,825,"dart, file-sharing, flutter",Apache License 2.0,"<div align=""center""> <sup>Special thanks to:</sup> <br><br>...",True,Tienisto,3,5,80.0,578822531
172,tesseract-ocr/tesseract,https://github.com/tesseract-ocr/tesseract,Tesseract Open Source OCR Engine (main repository),71252,10412,C++,2014-08-12,2025-12-04,2025-12-04,462,"hacktoberfest, lstm, machine-learning",Apache License 2.0,[![Coverity Scan Build Status](https://scan.coverity.com/projects/tesseract-ocr/badge.svg)](https://scan.coverity.com/projects/tesseract-ocr) [![CodeQL](https://github.com/tesseract-ocr/tesseract/workflows/CodeQL/badge.svg)](https://github.com/tesseract-ocr/tesseract/security/code-scanning) [![OSS-Fuzz](https://img.shields.io/badge/oss--fuzz-fuzzing-brightgreen)](https://issues.oss-fuzz.com/issues...,True,stweil,3,5,100.0,22887094
173,abi/screenshot-to-code,https://github.com/abi/screenshot-to-code,Drop in a screenshot and convert it to clean code (HTML/Tailwind/React/Vue),71236,8806,Python,2023-11-14,2025-10-21,2025-10-21,132,,MIT License,"A simple tool to convert screenshots, mockups and Figma designs into clean, functional code using AI. Now supporting Claude Sonnet 3.7! https://github.com/abi/screenshot-to-code/assets/23818/6cebadae-2fe3-4986-ac6a-8fb9db030045 Supported stacks:...",True,abi,3,5,80.0,718741813
174,moby/moby,https://github.com/moby/moby,The Moby Project - a collaborative project for the container ecosystem to assemble container-based systems,71188,18861,Go,2013-01-18,2025-12-05,2025-12-05,3764,"containers, docker, go",Apache License 2.0,The Moby Project ================ [![PkgGoDev](https://pkg.go.dev/badge/github.com/moby/moby/v2)](https://pkg.go.dev/github.com/moby/moby/v2)...,True,thaJeztah,3,5,90.0,7691631
175,awesomedata/awesome-public-datasets,https://github.com/awesomedata/awesome-public-datasets,A topic-centric list of HQ open datasets.,71144,10987,未知,2014-11-20,2025-12-05,2025-12-05,131,"aaron-swartz, awesome-public-datasets, datasets",MIT License,Awesome Public Datasets ======================= .. image:: https://cdn.rawgit.com/sindresorhus/awesome/d7305f38d29fed78fa85652e3a63e154dd8e8829/media/badge.svg...,True,caesar0301,3,5,100.0,26898879
176,grafana/grafana,https://github.com/grafana/grafana,"The open and composable observability and data visualization platform. Visualize metrics, logs, and traces from multiple sources like Prometheus, Loki, Elasticsearch, InfluxDB, Postgres and many more.",71142,13237,TypeScript,2013-12-11,2025-12-06,2025-12-06,3735,"alerting, analytics, business-intelligence",GNU Affero General Public License v3.0,![Grafana Logo (Light)](docs/logo-horizontal.png#gh-light-mode-only) ![Grafana Logo (Dark)](docs/logo-horizontal-dark.png#gh-dark-mode-only) The open-source platform for monitoring and observability...,True,torkelo,3,5,90.0,15111821
177,enaqx/awesome-react,https://github.com/enaqx/awesome-react,A collection of awesome things regarding React ecosystem,71057,7469,未知,2014-08-06,2025-11-29,2025-11-29,1,"awesome, awesome-list, javascript",无,A collection of awesome things regarding the React ecosystem. - [React](#react) - [React General Resources](#react-general-resources)...,True,enaqx,3,5,90.0,22670857
178,zed-industries/zed,https://github.com/zed-industries/zed,"Code at the speed of thought – Zed is a high-performance, multiplayer code editor from the creators of Atom and Tree-sitter.",70943,6169,Rust,2021-02-20,2025-12-06,2025-12-06,3268,"gpui, rust-lang, text-editor",Other,"[![Zed](https://img.shields.io/endpoint?url=https://raw.githubusercontent.com/zed-industries/zed/main/assets/badge/v0.json)](https://zed.dev) [![CI](https://github.com/zed-industries/zed/actions/workflows/run_tests.yml/badge.svg)](https://github.com/zed-industries/zed/actions/workflows/run_tests.yml) Welcome to Zed, a high-performance, multiplayer code editor from the creators of [Atom](https://gi...",True,as-cii,3,5,90.0,340547520
179,pallets/flask,https://github.com/pallets/flask,The Python micro framework for building web applications.,70879,16644,Python,2010-04-06,2025-11-28,2025-11-17,12,"flask, jinja, pallets","BSD 3-Clause ""New"" or ""Revised"" License","<div align=""center""><img src=""https://raw.githubusercontent.com/pallets/flask/refs/heads/stable/docs/_static/flask-name.svg"" alt="""" height=""150""></div> Flask is a lightweight [WSGI] web application framework. It is designed to make getting started quick and easy, with the ability to scale up to...",True,davidism,3,5,90.0,596892
180,josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,"A curated list of awesome Machine Learning frameworks, libraries and software.",70871,15190,Python,2014-07-15,2025-10-28,2025-10-28,18,,Other,"A curated list of awesome machine learning frameworks, libraries and software (by language). Inspired by `awesome-php`. _If you want to contribute to this list (please do), send me a pull request or contact me [@josephmisiti](https://twitter.com/josephmisiti)._ Also, a listed repository should be deprecated if:...",True,josephmisiti,3,5,80.0,21872392
181,Stirling-Tools/Stirling-PDF,https://github.com/Stirling-Tools/Stirling-PDF,#1 PDF Application on GitHub that lets you edit PDFs on any device anywhere,70804,5995,TypeScript,2023-01-27,2025-12-06,2025-12-06,469,"docker, hacktoberfest, java",Other,"<p align=""center""> <img src=""https://raw.githubusercontent.com/Stirling-Tools/Stirling-PDF/main/docs/stirling.png"" width=""80"" alt=""Stirling PDF logo""> </p>...",True,Frooodle,3,5,100.0,594155488
182,sherlock-project/sherlock,https://github.com/sherlock-project/sherlock,Hunt down social media accounts by username across social networks,70736,8338,Python,2018-12-24,2025-12-06,2025-10-29,178,"cli, cti, cybersecurity",MIT License,"<p align=""center""> <br> <a href=""https://sherlock-project.github.io/"" target=""_blank""><img src=""images/sherlock-logo.png"" alt=""sherlock""/></a>...",True,sdushantha,3,5,100.0,162998479
183,strapi/strapi,https://github.com/strapi/strapi,"🚀 Strapi is the leading open-source headless CMS. It’s 100% JavaScript/TypeScript, fully customizable, and developer-first.",70585,9298,TypeScript,2015-09-30,2025-12-05,2025-12-05,731,"api, cms, cms-framework",Other,"<p align=""center""> <a href=""https://strapi.io/#gh-light-mode-only""> <img src=""https://strapi.io/assets/strapi-logo-dark.svg"" width=""318px"" alt=""Strapi logo"" />...",True,soupette,3,5,90.0,43441403
184,Developer-Y/cs-video-courses,https://github.com/Developer-Y/cs-video-courses,List of Computer Science courses with video lectures.,70258,9420,未知,2016-10-21,2025-12-02,2025-12-02,2,"algorithms, bioinformatics, computational-biology",无,<!-- omit in toc --> <!-- omit in toc --> - Please check [NOTES](https://github.com/Developer-Y/cs-video-courses/blob/master/NOTES.md) for general information about this list....,True,Developer-Y,3,5,100.0,71583602
185,python/cpython,https://github.com/python/cpython,The Python programming language,70141,33586,Python,2017-02-10,2025-12-05,2025-12-05,9223,,Other,This is Python version 3.15.0 alpha 2 ===================================== .. image:: https://github.com/python/cpython/actions/workflows/build.yml/badge.svg?branch=main&event=push...,True,gvanrossum,3,5,85.0,81598961
186,hakimel/reveal.js,https://github.com/hakimel/reveal.js,The HTML Presentation Framework,70071,16792,JavaScript,2011-06-07,2025-10-14,2025-10-14,880,"presentations, slides, slideshow",MIT License,"<p align=""center""> <a href=""https://revealjs.com""> <img src=""https://hakim-static.s3.amazonaws.com/reveal-js/logo/v1/reveal-black-text-sticker.png"" alt=""reveal.js"" width=""500"">...",True,hakimel,3,5,70.0,1861458
187,ocornut/imgui,https://github.com/ocornut/imgui,Dear ImGui: Bloat-free Graphical User interface for C++ with minimal dependencies,69847,11373,C++,2014-07-21,2025-12-05,2025-12-05,1187,"api, cplusplus, framework",MIT License,"Dear ImGui ===== <center><b><i>""Give someone state and they'll have a bug one day, but teach them how to represent state in two separate locations that have to be kept in sync and they'll have bugs for a lifetime.""</i></b></center> <a href=""https://twitter.com/rygorous/status/1507178315886444544"">-ryg</a>...",True,ocornut,3,5,90.0,22067521
188,protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,Protocol Buffers - Google's data interchange format,69798,15952,C++,2014-08-26,2025-12-06,2025-12-05,245,"marshalling, protobuf, protobuf-runtime",Other,Protocol Buffers - Google's data interchange format =================================================== [![OpenSSF Scorecard](https://api.securityscorecards.dev/projects/github.com/protocolbuffers/protobuf/badge)](https://securityscorecards.dev/viewer/?uri=github.com/protocolbuffers/protobuf)...,True,protobuf-github-bot,3,5,100.0,23357588
189,binary-husky/gpt_academic,https://github.com/binary-husky/gpt_academic,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss",69765,8404,Python,2023-03-20,2025-09-20,2025-09-20,293,"academic, chatglm-6b, chatgpt",GNU General Public License v3.0,> [!IMPORTANT] > `master主分支`最新动态(2025.8.23): Dockerfile构建效率大幅优化 > `master主分支`最新动态(2025.7.31): 新GUI前端，Coming Soon...,True,binary-husky,3,5,80.0,616372661
190,PKUFlyingPig/cs-self-learning,https://github.com/PKUFlyingPig/cs-self-learning,计算机自学指南,69740,7750,HTML,2021-10-20,2025-11-28,2025-11-28,140,,MIT License,"<div align=""center"" markdown=""1""> <sup>Special thanks to:</sup> <br>...",True,PKUFlyingPig,3,5,90.0,419347358
